,Pagetag,Sentence
257,Sachin,"Tendulkar made his 45th ODI hundred, a 175 off 141 balls."
258,Sachin,"Just when it seemed that he would steer India to the large victory target, he tried to scoop a slower delivery from debutant bowler Clint McKay over short fine leg only to be caught by Nathan Hauritz, with India needing 19 runs to win with 18 balls and four wickets left."
259,Sachin,"The Indian tail collapsed, and Australia won the match by three runs."
260,Sachin,"During this match, Tendulkar also became the first player to reach 17,000 ODI runs, and achieved his personal best against Australia, as well as the third highest score in a defeat."
261,Sachin,The knock was voted as the Best ODI Batting Performance of 2009 by ESPNCricinfo.
262,Sachin,"In the five-match ODI series against Sri Lanka in 2009–10, Tendulkar scored 69, 43, 96 not out and 8 in the first four matches, with the fifth match being abandoned as the pitch was deemed unfit and potentially dangerous."
263,Sachin,India won the series 3–1.
264,Sachin,"In the Test series that followed, he scored a 100 not out in the first Test, which was drawn, and 40 and 53 in the second and third Tests respectively as India clinched innings victories in both the Tests, to win the series 2–0."
265,Sachin,"Sachin rested himself for the ODI tri-series in Bangladesh in 2010, but played in the subsequent Test series."
266,Sachin,"He made 105 not out and 16 in the first Test, and 143 in the second."
267,Sachin,India won both the Tests.
268,Sachin,"In the two-Test Series against South Africa, Tendulkar made 7 and 100 in the first Test."
269,Sachin,"He then scored 106 in the first innings of the second Test, which was his 47th hundred in Test cricket."
270,Sachin,"It was also his fourth hundred in successive Tests, and he was the fourth Indian to achieve this feat."
271,Sachin,"In the second match of the subsequent ODI series, Tendulkar scored 200 not out, becoming the world's first batsman to score a double century in ODI cricket and breaking the previous highest score of 194 jointly held by Pakistan's Saeed Anwar and Zimbabwe's Charles Coventry."
272,Sachin,"From February to April, Bangladesh, India, and Sri Lanka hosted the 2011 World Cup."
273,Sachin,"Amassing 482 runs at an average of 53.55 including two centuries, Tendulkar was India's leading run-scorer for the tournament; only Tillakaratne Dilshan of Sri Lanka scored more runs in the 2011 tournament, and was named in the ICC 'Team of the Tournament'."
274,Sachin,India defeated Sri Lanka in the final.
275,Sachin,"Shortly after the victory, Tendulkar commented that ""Winning the World Cup is the proudest moment of my life."
276,Sachin,"I couldn't control my tears of joy."""
277,Sachin,"
India were due to tour the West Indies in June, although Tendulkar chose not to participate."
278,Sachin,He returned to the squad in July for India's tour of England.
279,Sachin,Throughout the tour there was much hype in the media about whether Tendulkar would reach his 100th century in international cricket (Test and ODIs combined).
280,Sachin,However his highest score in the Tests was 91; Tendulkar averaged 34.12 in the series as England won 4–0 as they deposed India as the No.
281,Sachin,1 ranked Test side.
282,Sachin,The injury Tendulkar sustained to his right foot in 2001 flared up and as a result he was ruled out of the ODI series that followed.
283,Sachin,"Tendulkar created another record on 8 November 2011 when he became the first cricketer to score 15,000 runs in Test cricket, during the opening Test match against the West Indies at the Feroz Shah Kotla Stadium in New Delhi."
284,Sachin,"For his performances in 2011, he was named in the World Test XI by the ICC."
285,Sachin,Ian Chappell was not happy with Sachin's performance after India's tour of Australia.
286,Sachin,He says that Sachin's quest for his 100th hundred has proved to be a hurdle for the entire team and has hampered their performance on the Tour of Australia.
287,Sachin,Former India World Cup winning captain and all-rounder Kapil Dev has also voiced his opinion that Sachin should have retired from ODI's after the World Cup.
288,Sachin,"Former Australian fast bowler, Geoff Lawson, has said that Sachin has the right to decide when to quit although he adds that Tendulkar should not delay it for too long."
289,Sachin,The selection committee of BCCI expectedly included Sachin in the national Test squad for the upcoming series against New Zealand commencing in August 2012.
290,Sachin,"Tendulkar scored his 100th international hundred on 16 March 2012, at Mirpur against Bangladesh in the Asia Cup."
291,Sachin,"He became the first person in history to achieve this feat, which was also his first ODI hundred against Bangladesh."
292,Sachin,"He said ""It's been a tough phase for me ..."
293,Sachin,"I was not thinking about the milestone, the media started all this, wherever I went, the restaurant, room service, everyone was talking about the 100th hundred."
294,Sachin,Nobody talked about my 99 hundreds.
295,Sachin,"It became mentally tough for me because nobody talked about my 99 hundreds."""
296,Sachin,"Despite Tendulkar's century, India failed to win the match against Bangladesh, losing by 5 wickets."
297,Sachin,"After being bowled out in three similar instances against New Zealand and hitting a slump in form, Tendulkar returned to the Ranji Trophy to get back some form ahead of the England Series at home, in a match for Mumbai against Railways on 2 November 2012."
298,Sachin,This was his first Ranji Trophy match since 2009.
299,Sachin,"He scored 137 off 136 balls, with 21 fours and 3 sixes, to take his team to 344 for 4 at stumps on day one."
300,Sachin,"However, because of a poor form in the first two Tests in the series against England, and India being humiliated in the second match of that series by 10 wickets on 26 November 2012, some people have started to question his place in the Indian team."
301,Sachin,"A report by The Hindustan Times said that Tendulkar had a discussion with the national chief selector Sandeep Patil, in which he said that he would leave it to the selectors to decide on his future as he is not getting any runs."
302,Sachin,"This speculation, however, was later considered to be false."
303,Sachin,Then he decided to play in the knockout stage of the 2012-13 Ranji Trophy.
304,Sachin,"He scored 108 in the quarter final against Baroda before being bowled by Murtuja Vahora, where Sachin was involved in a 234-run partnership with opener Wasim Jaffer (150) for the 3rd wicket at Wankhede Stadium."
305,Sachin,Mumbai eventually piled on 645/9 and won on 1st innings lead.
306,Sachin,"In the semi final against Services at Palam A Ground, with Mumbai reeling at 23/3, Sachin scored 56 from 75 balls and had an 81-run 4th wicket partnership with Abhishek Nayar (70), and Mumbai eventually won on 1st innings lead after the match went into the sixth day due to rain delays."
307,Sachin,"In the final against Saurashtra, he was run out for 22 following a misunderstanding with Wasim Jaffer."
308,Sachin,Mumbai eventually won the Ranji Trophy 2012–13.
309,Sachin,"He also played in the Irani Trophy for Mumbai, where he scored 140* against Rest of India and helped Mumbai to score 409 in reply to Rest of India's 526."
310,Sachin,"This was also his 81st hundred in first-class cricket, equalling Sunil Gavaskar's Indian record for most first-class hundreds."
311,Sachin,"Following poor performance in the 2012 series against England, Tendulkar announced his retirement from One Day Internationals on 23 December 2012, while noting that he will be available for Test cricket."
312,Sachin,"In response to the news, former India captain Sourav Ganguly noted that Tendulkar could have played the up-coming series against Pakistan, while Anil Kumble said it would be ""tough to see an Indian (ODI) team list without Tendulkar's name in it"", and Javagal Srinath mentioned that Tendulkar ""changed the way ODIs were played right from the time he opened in New Zealand in 1994""."
